time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-19T19:44:28.320Z,37.5823333,-118.9418333,0.68,1.92,md,35,94,0.03645,0.04,nc,nc72699126,2016-09-20T23:47:01.864Z,"7km SSE of Mammoth Lakes, California",earthquake,0.21,0.59,0.337,31,reviewed,nc,nc
2016-09-19T19:39:04.200Z,37.776,-122.1956667,11.41,1.06,md,18,63,0.07965,0.06,nc,nc72699121,2016-09-21T23:03:50.470Z,"4km ENE of Alameda, California",earthquake,0.27,0.81,0.404,15,reviewed,nc,nc
2016-09-19T19:31:28.720Z,38.3115,-119.233,13.7,1.2,ml,5,314.03,0.575,0.0855,nn,nn00560690,2016-09-19T20:47:46.692Z,"6km N of Bridgeport, California",earthquake,,9.1,0.01,2,reviewed,nn,nn
2016-09-19T19:26:01.600Z,38.7965012,-122.7731705,2.87,1.07,md,15,128,0.01773,0.02,nc,nc72699111,2016-09-19T19:27:39.138Z,"2km NW of The Geysers, California",earthquake,0.38,0.68,0.06,4,automatic,nc,nc
2016-09-19T19:21:07.000Z,62.237,-145.3325,18.4,1.1,ml,11,104.399991648001,,0.47,ak,ak14001429,2016-09-23T04:14:05.542Z,"18km NE of Glennallen, Alaska",earthquake,0.4,0.2,,,reviewed,ak,ak
2016-09-19T19:17:04.000Z,61.5087,-150.0449,44.7,1.5,ml,16,68.3999945280004,,0.59,ak,ak14001427,2016-09-23T04:14:07.834Z,"5km WSW of Big Lake, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-09-19T19:02:42.270Z,35.4798333,-120.5978333,-0.47,1.47,md,41,68,0.1033,0.07,nc,nc72699101,2016-09-21T22:10:03.093Z,"1km E of Quarry near Atascadero, CA",quarry blast,0.22,31.61,0.37,23,reviewed,nc,nc
2016-09-19T18:54:21.091Z,37.8618,-118.0716,1,1.5,ml,22,73.18,0.205,0.1318,nn,nn00560675,2016-09-19T19:52:31.507Z,"60km NNE of Dixon Lane-Meadow Creek, California",earthquake,,2.4,0.3,9,reviewed,nn,nn
2016-09-19T18:37:35.730Z,36.399,-117.8681667,1.47,1.26,ml,27,95,0.16,0.18,ci,ci37695048,2016-09-19T19:41:35.681Z,"18km NE of Olancha, CA",earthquake,0.26,0.99,0.119,11,reviewed,ci,ci
2016-09-19T18:34:40.000Z,60.1872,-141.3596,0,1.1,ml,8,133.199989344001,,0.5,ak,ak14001393,2016-09-23T04:14:07.212Z,"61km ENE of Cape Yakataga, Alaska",earthquake,0.5,,,,reviewed,ak,ak
2016-09-19T18:08:49.000Z,63.5095,-149.6,107.3,2.1,ml,56,39.5999968320002,,0.4,ak,ak14001190,2016-09-23T04:14:09.331Z,"34km WNW of Cantwell, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-09-19T18:00:53.000Z,59.9656,-139.4621,0,1.2,ml,7,122.399990208001,,0.61,ak,ak14001189,2016-09-23T04:14:08.606Z,"48km NNE of Yakutat, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-09-19T17:54:35.200Z,17.8652,-65.6423,13,1.7,Md,3,288,0.24524007,0.05,pr,pr16263012,2016-09-19T20:12:40.558Z,"29km ESE of Emajagua, Puerto Rico",earthquake,0.9,0.6,0,3,reviewed,pr,pr
2016-09-19T17:52:00.970Z,36.4733333,-121.0435,1.65,2.12,md,38,77,0.05238,0.07,nc,nc72699086,2016-09-20T21:29:03.323Z,"24km NE of Greenfield, California",earthquake,0.2,0.68,0.235,36,reviewed,nc,nc
2016-09-19T17:44:39.000Z,57.1962,-154.7619,54.4,1.7,ml,7,143.999988480001,,0.21,ak,ak14001188,2016-09-23T04:13:54.247Z,"60km SW of Larsen Bay, Alaska",earthquake,1.2,3.6,,,reviewed,ak,ak
2016-09-19T17:44:08.150Z,37.6371667,-119.4076667,4.28,1.15,md,10,145,0.2604,0.26,nc,nc72699081,2016-09-20T18:43:01.531Z,"18km SE of Yosemite Valley, California",earthquake,0.83,11.52,0.112,7,reviewed,nc,nc
2016-09-19T17:38:17.071Z,40.1439,-120.2166,11.5,1.3,ml,16,98.69,0.068,0.1309,nn,nn00560660,2016-09-19T17:52:20.660Z,"31km ESE of Janesville, California",earthquake,,1.2,0.35,4,reviewed,nn,nn
2016-09-19T17:33:24.460Z,37.3231667,-122.1041667,-0.31,1.34,md,19,62,0.01419,0.06,nc,nc72699076,2016-09-21T21:43:09.773Z,"11km E of Quarry near Portola Valley, CA",quarry blast,0.18,31.61,0.239,16,reviewed,nc,nc
2016-09-19T17:21:55.090Z,37.6398333,-121.8896667,10.69,1.06,md,13,84,0.04024,0.03,nc,nc72699066,2016-09-20T23:47:41.215Z,"2km SSW of Pleasanton, California",earthquake,0.25,0.4,0.242,11,reviewed,nc,nc
2016-09-19T17:19:12.000Z,51.3864,-178.7817,32.2,2.5,ml,9,230.399981568002,,0.22,ak,ak14001149,2016-09-23T04:13:49.778Z,"26km ENE of Amatignak Island, Alaska",earthquake,2.6,3.3,,,reviewed,ak,ak
2016-09-19T17:05:21.500Z,19.2702,-65.1207,69,2.8,Md,9,277.2,0.92616306,0.17,pr,pr16263011,2016-09-19T21:29:59.040Z,"104km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.4,7.3,0,7,reviewed,pr,pr
2016-09-19T16:56:48.100Z,18.93,-65.253,32,1.7,Md,3,302.4,0.61983755,0.1,pr,pr16263010,2016-09-19T19:51:36.487Z,"69km N of Culebra, Puerto Rico",earthquake,1.9,7.5,0,3,reviewed,pr,pr
2016-09-19T16:36:50.000Z,56.9819,-155.3979,3.5,1.6,ml,6,197.999984160001,,0.34,ak,ak14016593,2016-09-23T04:13:49.103Z,"105km SW of Larsen Bay, Alaska",earthquake,1.6,1.6,,,reviewed,ak,ak
2016-09-19T16:21:25.000Z,60.083,-141.3152,0,1.1,ml,6,187.199985024001,,0.89,ak,ak14000955,2016-09-23T04:14:10.652Z,"62km E of Cape Yakataga, Alaska",earthquake,0.6,,,,reviewed,ak,ak
2016-09-19T16:20:59.000Z,53.2968,-166.9776,63.5,2.4,ml,7,241.199980704002,,0.25,ak,ak14016591,2016-09-23T04:13:48.135Z,"70km SSW of Unalaska, Alaska",earthquake,8.3,4.6,,,reviewed,ak,ak
2016-09-19T16:13:09.100Z,18.6818,-64.642,50,2.7,Md,9,295.2,0.36830927,0.15,pr,pr16263009,2016-09-19T19:45:54.698Z,"29km N of Road Town, British Virgin Islands",earthquake,3,2.3,0,9,reviewed,pr,pr
2016-09-19T16:12:00.220Z,33.4925,-116.7913333,4.89,1.13,ml,44,39,0.08558,0.16,ci,ci37694944,2016-09-19T16:50:55.820Z,"9km NE of Aguanga, CA",earthquake,0.17,1.04,0.139,27,reviewed,ci,ci
2016-09-19T16:05:15.000Z,60.9428,-150.8855,41.2,1.3,ml,10,140.399988768001,,0.7,ak,ak14000946,2016-09-23T04:14:09.974Z,"35km NE of Nikiski, Alaska",earthquake,0.5,0.7,,,reviewed,ak,ak
2016-09-19T15:33:47.300Z,38.7421667,-122.68,0.42,1.05,md,17,150,0.01211,0.06,nc,nc72699026,2016-09-22T00:49:04.539Z,"5km WSW of Middletown, California",earthquake,0.48,0.35,0.363,6,reviewed,nc,nc
2016-09-19T15:17:26.000Z,60.5096,-147.8508,27.3,1.1,ml,5,169.199986464001,,0.3,ak,ak14016589,2016-09-23T04:13:47.295Z,"54km ESE of Whittier, Alaska",earthquake,0.9,4.5,,,reviewed,ak,ak
2016-09-19T14:44:05.000Z,59.6905,-151.577,43.8,2,ml,22,68.3999945280004,,0.61,ak,ak14000768,2016-09-23T04:14:12.066Z,"1km NW of Diamond Ridge, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-09-19T14:38:10.090Z,36.4319,-96.9026,4.51,1.6,ml,,65,0.003,0.27,us,us10006qub,2016-09-19T22:04:37.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.8,1.5,0.065,31,reviewed,us,us
2016-09-19T14:37:37.580Z,39.6845,-123.5315,2.36,1.72,md,11,85,0.03933,0.02,nc,nc72699016,2016-09-22T00:34:02.110Z,"4km W of Laytonville, California",earthquake,0.24,0.86,0.185,10,reviewed,nc,nc
2016-09-19T14:33:30.990Z,14.9319,-61.4814,174.57,4.5,mb,,41,0.316,0.68,us,us10006qua,2016-09-19T15:21:08.040Z,"35km SSW of Soufriere, Dominica",earthquake,5.1,5.3,0.076,51,reviewed,us,us
2016-09-19T14:33:19.000Z,63.4828,-147.8806,2.8,1.5,ml,21,46.7999962560003,,0.6,ak,ak14000762,2016-09-23T04:14:11.386Z,"54km ENE of Cantwell, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-09-19T14:21:39.900Z,19.4314,-64.2957,83,3.1,Md,5,327.6,1.18218291,0.1,pr,pr16263008,2016-09-19T17:19:29.040Z,"117km NNE of Road Town, British Virgin Islands",earthquake,5.3,7.8,0,2,reviewed,pr,pr
2016-09-19T14:10:48.000Z,61.4098,-149.9276,34.9,1.6,ml,21,61.1999951040004,,0.61,ak,ak14000599,2016-09-23T04:14:12.819Z,"12km S of Big Lake, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-09-19T14:01:46.000Z,59.9093,-139.4444,0,1.2,ml,8,125.999989920001,,0.75,ak,ak14000592,2016-09-23T04:14:14.967Z,"43km NNE of Yakutat, Alaska",earthquake,1.3,,,,reviewed,ak,ak
2016-09-19T14:01:30.000Z,62.0886,-149.649,41.7,1.8,ml,25,57.5999953920004,,0.44,ak,ak14000589,2016-09-23T04:14:14.306Z,"13km SE of Y, Alaska",earthquake,0.2,0.5,,,reviewed,ak,ak
2016-09-19T13:51:38.000Z,66.4795,-147.5252,13.9,1.1,ml,5,100.799991936001,,0.56,ak,ak14016581,2016-09-23T04:13:46.515Z,"100km W of Fort Yukon, Alaska",earthquake,0.8,0.6,,,reviewed,ak,ak
2016-09-19T13:51:01.450Z,37.5313333,-121.8388333,3.93,1.02,md,16,108,0.03964,0.08,nc,nc72698996,2016-09-22T01:03:06.184Z,"12km NNE of Milpitas, California",earthquake,0.49,0.37,0.116,12,reviewed,nc,nc
2016-09-19T13:26:14.000Z,58.784,-152.6768,61.7,1.8,ml,8,147.599988192001,,0.45,ak,ak14000584,2016-09-23T04:14:16.378Z,"111km N of Kodiak, Alaska",earthquake,1.1,1,,,reviewed,ak,ak
2016-09-19T13:19:37.000Z,59.034,-137.1553,8.4,1.5,ml,9,190.799984736001,,0.75,ak,ak14000427,2016-09-23T04:14:15.654Z,"100km WSW of Haines, Alaska",earthquake,1,0.5,,,reviewed,ak,ak
2016-09-19T13:18:53.790Z,36.0263333,-117.812,1.27,1.28,ml,22,45,0.03791,0.1,ci,ci37694856,2016-09-19T19:13:07.909Z,"12km E of Coso Junction, CA",earthquake,0.15,0.18,0.18,20,reviewed,ci,ci
2016-09-19T13:18:00.350Z,36.4328,-96.9208,5,2.5,mb_lg,,47,0.012,0.28,us,us10006qu5,2016-09-20T11:12:30.845Z,"14km NW of Pawnee, Oklahoma",earthquake,1.3,1.8,0.154,11,reviewed,us,us
2016-09-19T13:06:39.930Z,-1.9673,140.5794,12.36,4.9,mb,,108,8.376,0.66,us,us10006qu3,2016-09-19T14:08:46.040Z,"64km NNW of Jayapura, Indonesia",earthquake,9.7,3.8,0.068,67,reviewed,us,us
2016-09-19T12:58:43.430Z,36.4397,-96.9114,5,2.6,mb_lg,,67,0.006,0.34,us,us10006qu1,2016-09-20T05:34:17.661Z,"14km NW of Pawnee, Oklahoma",earthquake,1.2,1.6,0.086,35,reviewed,us,us
2016-09-19T12:56:20.000Z,60.8199,-150.3937,37,1.2,ml,8,122.399990208001,,0.3,ak,ak14016577,2016-09-23T04:13:45.821Z,"37km NNE of Sterling, Alaska",earthquake,1.4,2,,,reviewed,ak,ak
2016-09-19T12:54:41.310Z,37.6683333,-118.8591667,1.34,1.15,md,27,114,0.03551,0.08,nc,nc72698981,2016-09-21T21:43:02.031Z,"10km ENE of Mammoth Lakes, California",earthquake,0.35,0.47,0.347,23,reviewed,nc,nc
2016-09-19T12:50:47.220Z,33.9715,-116.6456667,15.9,1.28,ml,40,42,0.06652,0.22,ci,ci37694816,2016-09-19T13:22:37.170Z,"10km SW of Morongo Valley, CA",earthquake,0.26,0.68,0.116,27,reviewed,ci,ci
2016-09-19T12:38:06.920Z,37.5248333,-118.9076667,-2.31,1.3,md,31,115,0.08733,0.08,nc,nc72698976,2016-09-21T21:30:02.987Z,"14km SSE of Mammoth Lakes, California",earthquake,0.28,0.8,0.321,26,reviewed,nc,nc
2016-09-19T12:28:43.498Z,38.4744,-118.3457,3.1,1.1,ml,15,87.87,0.04,0.126,nn,nn00560621,2016-09-19T16:31:11.866Z,"24km ESE of Hawthorne, Nevada",earthquake,,1.7,0.22,4,reviewed,nn,nn
2016-09-19T12:26:53.470Z,36.4136,-96.9428,6.22,2.1,ml,,42,0.002,0.2,us,us10006qtu,2016-09-19T20:46:49.040Z,"15km NW of Pawnee, Oklahoma",earthquake,0.7,1.5,0.06,36,reviewed,us,us
2016-09-19T12:25:30.980Z,38.8381667,-122.7816667,1.56,1.37,md,44,69,0.006045,0.05,nc,nc72698966,2016-09-21T21:16:02.947Z,"5km WNW of Cobb, California",earthquake,0.12,0.17,0.27,13,reviewed,nc,nc
2016-09-19T12:17:01.100Z,18.892,-64.4588,15,1.8,Md,3,334.8,0.63151564,0.18,pr,pr16263007,2016-09-19T16:30:12.772Z,"55km NNE of Road Town, British Virgin Islands",earthquake,7.9,15.8,0,3,reviewed,pr,pr
2016-09-19T12:01:22.000Z,60.9257,-150.6882,10,1.2,ml,8,129.599989632001,,0.53,ak,ak14000273,2016-09-23T04:14:17.975Z,"41km NE of Nikiski, Alaska",earthquake,0.6,1.1,,,reviewed,ak,ak
2016-09-19T11:48:25.000Z,61.4919,-140.6559,16,1.3,ml,12,115.199990784001,,0.4,ak,ak14000271,2016-09-23T04:14:17.347Z,"185km NNE of Cape Yakataga, Alaska",earthquake,0.4,0.6,,,reviewed,ak,ak
2016-09-19T11:45:41.600Z,18.6457,-64.306,7,2.6,Md,3,342,0.5407858,0.14,pr,pr16263006,2016-09-19T16:05:34.125Z,"41km NE of Road Town, British Virgin Islands",earthquake,9,4.8,0,2,reviewed,pr,pr
2016-09-19T11:42:36.000Z,61.8263,-149.5869,5.6,1.2,ml,14,97.1999922240006,,0.64,ak,ak14000269,2016-09-23T04:14:19.394Z,"20km WNW of Fishhook, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-09-19T11:33:58.530Z,35.7436,129.1707,13.43,4.6,mwr,,97,0.496,0.63,us,us10006qtm,2016-09-23T15:59:59.536Z,"11km SSW of Kyonju, South Korea",earthquake,3.9,7.2,0.086,13,reviewed,us,us
2016-09-19T11:22:06.000Z,60.6625,-148.0096,8.4,1.2,ml,10,122.399990208001,,0.66,ak,ak14000266,2016-09-23T04:14:18.749Z,"38km ESE of Whittier, Alaska",earthquake,0.6,0.4,,,reviewed,ak,ak
2016-09-19T11:19:23.000Z,59.976,-139.3988,0,1.5,ml,9,129.599989632001,,0.58,ak,ak14000265,2016-09-23T04:14:20.687Z,"51km NNE of Yakutat, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-09-19T11:11:43.000Z,59.9278,-139.5883,0,1.2,ml,11,136.799989056001,,0.74,ak,ak14000264,2016-09-23T04:14:20.048Z,"43km N of Yakutat, Alaska",earthquake,0.5,,,,reviewed,ak,ak
2016-09-19T11:04:46.330Z,37.22,-97.7683333,7.9,1.79,ml,13,153,0.06688,0.02,ismpkansas,ismpkansas70207778,2016-09-20T01:51:00.120Z,"21km SSW of Conway Springs, Kansas",earthquake,0.23,0.25,0.174,13,reviewed,ismp,ismp
2016-09-19T11:03:15.540Z,36.4279,-96.9218,7.64,2.5,mb_lg,,43,0.015,0.2,us,us10006qtk,2016-09-19T13:38:48.835Z,"14km NW of Pawnee, Oklahoma",earthquake,0.9,2.7,0.104,24,reviewed,us,us
2016-09-19T11:02:58.150Z,45.7105,-112.1251667,4.1,1.04,ml,6,112,0.215,0.15,mb,mb80173559,2016-09-19T14:26:22.030Z,"17km S of Whitehall, Montana",earthquake,0.53,11.04,,0,reviewed,mb,mb
2016-09-19T10:57:19.000Z,59.9285,-139.5222,0,1.3,ml,8,125.999989920001,,0.75,ak,ak14000263,2016-09-23T04:14:22.066Z,"44km NNE of Yakutat, Alaska",earthquake,1.3,,,,reviewed,ak,ak
2016-09-19T10:47:14.430Z,19.4153333,-155.6333333,3.252,1.2,md,13,152,0.01364,0.07,hv,hv61417886,2016-09-19T19:04:15.320Z,"24km E of Honaunau-Napoopoo, Hawaii",earthquake,0.64,0.41,0.083,5,reviewed,hv,hv
2016-09-19T10:44:40.000Z,68.8472,-146.7093,5,1.3,ml,8,115.199990784001,,0.66,ak,ak14016569,2016-09-23T04:13:45.212Z,"93km NNW of Arctic Village, Alaska",earthquake,1,1.1,,,reviewed,ak,ak
2016-09-19T10:40:46.100Z,18.0081,-65.773,17,2.1,Md,3,345.6,0.22637545,0.21,pr,pr16263005,2016-09-19T12:43:16.467Z,"8km ESE of El Negro, Puerto Rico",earthquake,5.3,1.1,0,3,reviewed,pr,pr
2016-09-19T10:19:25.000Z,60.1982,-141.3564,0,1.2,ml,6,151.199987904001,,0.19,ak,ak14000111,2016-09-23T04:14:21.400Z,"61km ENE of Cape Yakataga, Alaska",earthquake,0.5,,,,reviewed,ak,ak
2016-09-19T10:15:58.000Z,63.8436,-149.053,121.4,1.8,ml,36,39.5999968320002,,0.41,ak,ak14000107,2016-09-23T04:14:23.322Z,"4km WSW of Healy, Alaska",earthquake,0.3,0.4,,,reviewed,ak,ak
2016-09-19T10:15:13.376Z,38.3672,-118.3316,4.5,1.1,ml,15,76.9,0.039,0.1107,nn,nn00560618,2016-09-19T15:13:01.865Z,"30km SE of Hawthorne, Nevada",earthquake,,2.6,0.13,2,reviewed,nn,nn
2016-09-19T10:13:34.080Z,32.8353333,-116.497,8.74,1.1,ml,28,52,0.08453,0.2,ci,ci37694760,2016-09-19T13:23:39.590Z,"3km ENE of Pine Valley, CA",earthquake,0.24,0.96,0.273,22,reviewed,ci,ci
2016-09-19T10:10:02.000Z,65.4534,-144.7256,17.4,1.9,ml,21,53.9999956800003,,0.59,ak,ak14000104,2016-09-23T04:14:22.683Z,"2km SW of Circle Hot Springs Station, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-09-19T10:04:59.850Z,32.8341667,-116.499,8.79,1.23,ml,29,51,0.08656,0.19,ci,ci37694752,2016-09-19T13:25:11.598Z,"3km ENE of Pine Valley, CA",earthquake,0.24,0.77,0.228,25,reviewed,ci,ci
2016-09-19T09:40:30.100Z,18.8472,-64.3939,7,2.4,Md,4,334.8,0.62432912,0.1,pr,pr16263003,2016-09-19T12:25:59.390Z,"53km NNE of Road Town, British Virgin Islands",earthquake,4,3.7,0,4,reviewed,pr,pr
2016-09-19T09:39:07.000Z,62.1605,-150.2947,47.8,2.4,ml,57,25.1999979840002,,0.53,ak,ak14000098,2016-09-23T04:14:24.676Z,"20km SSW of Talkeetna, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-09-19T09:38:35.600Z,18.8397,-66.0633,15,2.2,Md,3,324,0.59737966,0.07,pr,pr16263004,2016-09-19T12:32:35.178Z,"41km N of San Juan, Puerto Rico",earthquake,4.3,8.7,0,3,reviewed,pr,pr
2016-09-19T09:30:07.070Z,36.5485,-121.1266667,8.22,1.03,md,11,100,0.05745,0.09,nc,nc72698911,2016-09-20T23:41:38.837Z,"22km NE of Soledad, California",earthquake,0.4,0.75,0.248,11,reviewed,nc,nc
2016-09-19T09:09:42.000Z,61.3297,-151.3462,64.5,1.1,ml,12,147.599988192001,,0.34,ak,ak14000095,2016-09-23T04:14:23.969Z,"71km N of Nikiski, Alaska",earthquake,0.7,0.5,,,reviewed,ak,ak
2016-09-19T09:05:13.520Z,34.5178333,-118.7886667,9.87,1,ml,29,44,0.1104,0.19,ci,ci37694720,2016-09-19T21:55:14.780Z,"11km N of Piru, CA",earthquake,0.29,0.76,0.089,21,reviewed,ci,ci
2016-09-19T08:52:33.400Z,18.6875,-68.7257,72,3.2,Md,6,205.2,0.36830927,0.44,pr,pr16263002,2016-09-19T12:05:57.113Z,"7km WNW of Otra Banda, Dominican Republic",earthquake,4.4,2.3,0,5,reviewed,pr,pr
2016-09-19T08:47:47.300Z,37.7771667,-122.1951667,11.38,1.2,md,38,49,0.08011,0.05,nc,nc72698886,2016-09-21T18:23:02.499Z,"4km ENE of Alameda, California",earthquake,0.15,0.44,0.18,28,reviewed,nc,nc
2016-09-19T08:43:05.550Z,33.6803333,-117.908,15.42,1.98,ml,91,64,0.02951,0.24,ci,ci37694704,2016-09-23T01:31:12.745Z,"2km NNE of Costa Mesa, CA",earthquake,0.2,0.28,0.14,24,reviewed,ci,ci
2016-09-19T08:38:23.000Z,63.2088,-150.7163,131.5,1.5,ml,11,93.5999925120006,,0.2,ak,ak13999944,2016-09-23T04:13:59.496Z,"90km WSW of Cantwell, Alaska",earthquake,0.9,1,,,reviewed,ak,ak
2016-09-19T08:26:50.840Z,36.7126667,-121.355,2.48,1.36,md,29,80,0.06387,0.06,nc,nc72698876,2016-09-21T06:21:05.681Z,"11km S of Ridgemark, California",earthquake,0.22,0.79,0.209,24,reviewed,nc,nc
2016-09-19T08:22:11.000Z,61.5801,-147.5397,34.6,1.2,ml,15,46.7999962560003,,0.33,ak,ak13999942,2016-09-23T04:14:26.041Z,"73km ESE of Sutton-Alpine, Alaska",earthquake,0.3,0.5,,,reviewed,ak,ak
2016-09-19T08:18:00.000Z,63.2796,-151.4764,6.8,1.2,ml,10,64.7999948160004,,0.49,ak,ak13999941,2016-09-23T04:14:25.400Z,"127km NNW of Talkeetna, Alaska",earthquake,0.5,0.7,,,reviewed,ak,ak
2016-09-19T08:14:07.000Z,61.4607,-146.4899,27.6,1,ml,7,129.599989632001,,0.41,ak,ak13999940,2016-09-23T04:13:58.825Z,"37km NNW of Valdez, Alaska",earthquake,0.6,1.4,,,reviewed,ak,ak
2016-09-19T08:01:52.000Z,60.2002,-141.4013,0,1.1,ml,7,133.199989344001,,0.61,ak,ak13999939,2016-09-23T04:14:27.322Z,"59km ENE of Cape Yakataga, Alaska",earthquake,0.7,,,,reviewed,ak,ak
2016-09-19T07:36:34.810Z,37.6698333,-118.8581667,1.51,1.51,md,31,69,0.03641,0.07,nc,nc72698851,2016-09-21T18:53:02.574Z,"10km ENE of Mammoth Lakes, California",earthquake,0.25,0.43,0.315,29,reviewed,nc,nc
2016-09-19T07:35:01.090Z,37.774,-122.1973333,9.21,1.07,md,22,67,0.07939,0.08,nc,nc72698856,2016-09-20T23:28:07.124Z,"4km ENE of Alameda, California",earthquake,0.29,1.01,0.296,18,reviewed,nc,nc
2016-09-19T07:26:30.030Z,-20.2232,-178.0233,542.38,4.3,mb,,69,4.456,1.14,us,us10006qt5,2016-09-20T04:52:10.275Z,"84km NE of Ndoi Island, Fiji",earthquake,13.7,9.1,0.065,67,reviewed,us,us
2016-09-19T07:26:22.000Z,60.1671,-141.3932,0,1.1,ml,6,190.799984736001,,0.67,ak,ak13999917,2016-09-23T04:14:26.691Z,"58km ENE of Cape Yakataga, Alaska",earthquake,0.5,,,,reviewed,ak,ak
2016-09-19T07:17:47.920Z,19.1058333,-155.7001667,13.374,1.48,md,5,290,0.2237,0.01,hv,hv61417841,2016-09-19T17:42:17.120Z,"7km ENE of Hawaiian Ocean View, Hawaii",earthquake,3.71,0.95,0.076,4,reviewed,hv,hv
2016-09-19T07:17:36.363Z,37.869,-118.0686,0,1,ml,14,73.81,0.507,0.1222,nn,nn00560614,2016-09-19T16:08:42.970Z,"61km NNE of Dixon Lane-Meadow Creek, California",earthquake,,0,0.18,5,reviewed,nn,nn
2016-09-19T07:08:49.600Z,19.1042,-64.511,47,2.7,Md,4,331.2,0.80758544,0.18,pr,pr16263001,2016-09-19T08:12:16.501Z,"76km N of Road Town, British Virgin Islands",earthquake,5.9,11.2,0,4,reviewed,pr,pr
2016-09-19T07:03:37.030Z,37.6361667,-118.8788333,6.18,1.14,md,25,108,0.01648,0.03,nc,nc72698846,2016-09-21T01:44:01.993Z,"8km E of Mammoth Lakes, California",earthquake,0.39,0.35,0.337,21,reviewed,nc,nc
2016-09-19T06:55:05.720Z,38.8336678,-122.7963333,1.82,1.03,md,16,59,0.006655,0.03,nc,nc72698836,2016-09-19T06:56:42.897Z,"6km WNW of Cobb, California",earthquake,0.24,0.4,0.02,3,automatic,nc,nc
2016-09-19T06:48:20.930Z,36.2995,-120.8765,7.76,1.42,md,32,97,0.1032,0.06,nc,nc72698826,2016-09-21T19:02:02.592Z,"24km ENE of King City, California",earthquake,0.27,0.29,0.24,26,reviewed,nc,nc
2016-09-19T06:47:49.000Z,61.5917,-146.422,21.5,1.7,ml,36,28.7999976960002,,0.66,ak,ak13999777,2016-09-23T04:14:28.884Z,"51km N of Valdez, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-09-19T06:45:30.350Z,36.7673333,-121.3108333,4.28,1.13,md,26,83,0.03283,0.09,nc,nc72698821,2016-09-21T18:14:47.820Z,"7km SE of Ridgemark, California",earthquake,0.22,0.5,0.175,21,reviewed,nc,nc
2016-09-19T06:43:56.000Z,51.6038,-178.4735,13.3,2,ml,9,183.599985312001,,0.67,ak,ak14016553,2016-09-23T04:13:44.453Z,"38km SW of Tanaga Volcano, Alaska",earthquake,1,1.2,,,reviewed,ak,ak
2016-09-19T06:43:54.770Z,19.6545,-156.2136667,13.838,1.86,md,23,286,0.325,0.22,hv,hv61417831,2016-09-19T19:49:47.150Z,"22km W of Kailua-Kona, Hawaii",earthquake,2.02,2.03,0.091,12,reviewed,hv,hv
2016-09-19T06:42:52.000Z,51.5591,-177.5132,27,1.6,ml,7,226.799981856001,,0.25,ak,ak13999776,2016-09-23T04:14:00.162Z,"56km SE of Tanaga Volcano, Alaska",earthquake,2,1.5,,,reviewed,ak,ak
2016-09-19T06:33:23.000Z,60.0988,-152.9473,124.6,2.5,ml,58,46.7999962560003,,0.42,ak,ak13999766,2016-09-23T04:14:28.073Z,"44km SSW of Redoubt Volcano, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-09-19T06:30:39.840Z,38.8236667,-122.7968333,2.11,1.51,md,48,47,0.01035,0.04,nc,nc72698811,2016-09-21T18:11:02.456Z,"6km W of Cobb, California",earthquake,0.12,0.17,0.365,16,reviewed,nc,nc
2016-09-19T06:22:14.000Z,54.36,-160.7838,25.4,2.6,ml,8,226.799981856001,,0.74,ak,ak13999760,2016-09-23T04:14:02.273Z,"92km WSW of Chernabura Island, Alaska",earthquake,1.5,3.2,,,reviewed,ak,ak
2016-09-19T06:17:14.100Z,17.7392,-64.3625,109,2.5,Md,4,320.4,0.7051775,0.05,pr,pr16263000,2016-09-19T08:11:10.270Z,"36km E of Christiansted, U.S. Virgin Islands",earthquake,5.5,4.2,0,3,reviewed,pr,pr
2016-09-19T06:07:17.650Z,37.633,-118.8831667,5.68,1.87,md,35,80,0.01572,0.08,nc,nc72698806,2016-09-21T17:42:02.392Z,"8km ESE of Mammoth Lakes, California",earthquake,0.27,0.34,0.308,31,reviewed,nc,nc
2016-09-19T05:58:17.770Z,33.1251667,-115.598,9.05,1.62,ml,47,76,0.01551,0.21,ci,ci37694640,2016-09-19T20:19:27.480Z,"8km W of Calipatria, CA",earthquake,0.23,0.45,0.225,25,reviewed,ci,ci
